Table 8,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,
"by State by City, 2010",,,,,,,,,,,
State,City,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson1
,West Wyoming,5,0,1,0,4,25,7,17,1,0
,West York,13,0,0,9,4,82,12,64,6,0
,Whitaker Borough,1,0,0,1,0,33,13,19,1,0
,Whitehall,10,0,1,2,7,51,10,41,0,1
,Whitehall Township,35,1,4,21,9,"1,386",104,"1,253",29,6
,White Haven Borough,2,0,0,1,1,10,1,8,1,0
,Whitemarsh Township,7,0,0,1,6,247,36,203,8,0
,White Oak,3,0,1,2,0,81,23,55,3,0
,White Township,7,0,2,0,5,25,4,20,1,0
,Whitpain Township,25,0,0,6,19,243,27,203,13,0
,Wiconisco Township,1,0,0,0,1,2,0,2,0,0
,Wilkes-Barre,196,2,13,111,70,"1,814",352,"1,373",89,8
,Wilkes-Barre Township,7,0,2,4,1,679,19,654,6,2
,Wilkinsburg,221,3,7,80,131,615,273,279,63,11
,Wilkins Township,9,0,2,1,6,117,25,88,4,0
,Williamsburg,0,0,0,0,0,11,0,11,0,0
,Williamsport,102,2,12,55,33,"1,220",232,954,34,19
,Willistown Township,3,0,0,0,3,129,15,113,1,0
,Wilson,60,0,4,15,41,319,64,245,10,2
,Windber,19,0,0,1,18,46,5,35,6,1
,Wind Gap,2,0,0,0,2,49,3,41,5,0
,Womelsdorf,8,0,0,0,8,15,7,8,0,0
,Woodward Township,0,0,0,0,0,31,4,27,0,0
,Worthington,0,0,0,0,0,3,0,3,0,0
,Wrightsville,1,0,0,0,1,32,7,25,0,0
,Wright Township,0,0,0,0,0,84,11,73,0,0
,Wyoming,7,0,0,0,7,97,10,86,1,0
,Wyomissing,7,0,0,2,5,517,31,478,8,1
,Yardley,1,0,0,0,1,22,2,20,0,0
,Yeadon,75,0,2,47,26,313,53,225,35,1
,York,421,5,37,248,131,"2,071",555,"1,330",186,3
,York Area Regional,69,2,13,14,40,641,108,492,41,4
,Youngsville,7,0,0,0,7,7,1,6,0,0
,Zelienople,11,0,0,0,11,90,8,81,1,0
,Zerbe Township,4,0,0,0,4,2,0,2,0,3
RHODE ISLAND,Barrington,5,0,1,2,2,203,40,156,7,3
,Bristol,22,0,4,5,13,279,31,240,8,0
,Burrillville,9,0,1,1,7,185,55,120,10,2
,Central Falls,101,0,16,30,55,512,153,289,70,7
,Charlestown,11,0,5,1,5,120,20,97,3,2
,Coventry,26,0,4,4,18,665,110,522,33,14
,Cranston,115,1,17,24,73,"1,901",382,"1,339",180,12
,Cumberland,27,1,1,8,17,550,94,429,27,3
,East Greenwich,6,0,1,2,3,186,31,149,6,1
,East Providence,64,1,12,17,34,732,146,529,57,14
,Foster,0,0,0,0,0,33,20,11,2,0
,Glocester,7,0,0,1,6,52,13,35,4,1
,Hopkinton,5,0,0,0,5,86,18,63,5,1
,Jamestown,5,0,2,0,3,74,12,61,1,2
,Johnston,39,0,3,10,26,587,125,412,50,5
,Lincoln,33,0,3,12,18,529,70,437,22,2
,Little Compton,0,0,0,0,0,75,26,48,1,0
,Middletown,7,0,2,1,4,266,45,215,6,3
,Narragansett,15,0,2,4,9,281,52,220,9,0
,Newport,138,0,11,18,109,"1,011",213,755,43,18
,New Shoreham,1,0,1,0,0,43,7,35,1,0
,North Kingstown,21,0,5,4,12,449,67,369,13,6
,North Providence,63,2,4,17,40,621,153,424,44,4
,North Smithfield,13,0,1,2,10,141,25,110,6,0
,Pawtucket,289,5,38,107,139,"2,281",715,"1,337",229,31
,Portsmouth,12,0,2,1,9,306,105,190,11,7
,Providence,"1,214",15,74,405,720,"8,229","2,034","5,078","1,117",36
,Richmond,2,0,0,0,2,95,21,72,2,1
,Scituate,5,0,0,0,5,114,31,78,5,2
,Smithfield,8,0,1,2,5,286,34,234,18,4
,South Kingstown,17,0,2,4,11,368,103,253,12,3
,Tiverton,13,2,1,3,7,267,69,177,21,1
,Warren,20,0,3,1,16,214,33,174,7,2
,Warwick,85,0,14,24,47,"2,119",381,"1,628",110,21
,Westerly,12,0,4,5,3,431,73,343,15,1
,West Greenwich,2,0,0,1,1,115,32,79,4,0
,West Warwick,66,0,17,13,36,628,154,434,40,14
,Woonsocket,177,1,29,48,99,"1,180",346,744,90,9
SOUTH CAROLINA,Abbeville,53,0,4,4,45,225,44,169,12,1
,Aiken,112,4,6,38,64,"1,191",167,979,45,0
,Allendale,78,1,0,7,70,171,70,93,8,0
,Anderson,200,6,15,36,143,"1,924",466,"1,342",116,5
,Andrews,21,0,3,3,15,173,42,123,8,1
,Bamberg,21,0,0,5,16,122,23,94,5,2
,Barnwell,27,0,2,11,14,351,130,218,3,1
,Batesburg-Leesville,40,0,3,5,32,261,69,183,9,0
,Beaufort,135,0,3,33,99,804,153,631,20,2
,Belton,9,0,2,1,6,154,25,117,12,0
,Bennettsville,120,4,2,18,96,456,90,353,13,3
,Bishopville,26,0,0,6,20,251,67,175,9,0
,Blacksburg,22,0,0,1,21,118,36,77,5,0
,Blackville,20,0,0,5,15,101,25,69,7,0
,Bluffton,31,1,2,6,22,416,72,323,21,4
,Briarcliffe Acres,0,0,0,0,0,10,1,8,1,0
,Burnettown,3,0,0,0,3,66,21,39,6,0
,Calhoun Falls,13,0,1,1,11,32,6,25,1,0
,Camden,55,0,2,6,47,418,106,291,21,1
,Cayce,140,0,8,15,117,755,170,526,59,2
,Central  ,17,0,0,3,14,245,55,182,8,1
,Chapin,2,0,0,1,1,36,6,28,2,0
,Charleston,429,10,18,151,250,"3,980",601,"3,150",229,3
,Cheraw,43,0,3,8,32,292,44,236,12,0
,Chesnee,4,0,0,1,3,63,15,44,4,0
,Chester,102,0,8,23,71,322,108,201,13,3
,Chesterfield,3,0,0,3,0,46,5,40,1,0
,Clemson,27,0,3,6,18,431,78,327,26,0
,Clinton,87,0,5,15,67,450,121,319,10,3
,Clio,2,0,0,0,2,37,13,23,1,0
,Clover,136,1,3,5,127,183,41,135,7,0
,Columbia,"1,306",16,74,345,871,"7,898","1,699","5,528",671,11
,Conway,159,1,6,34,118,956,263,647,46,2
,Cottageville,6,0,0,0,6,19,3,16,0,0
,Coward,2,0,0,0,2,15,6,9,0,0
,Cowpens,29,0,1,1,27,109,31,71,7,1
,Darlington,75,0,5,18,52,458,68,368,22,1
,Denmark,31,0,1,7,23,169,66,92,11,0
,Dillon,117,2,4,21,90,762,223,523,16,4
,Due West,0,0,0,0,0,5,2,3,0,0
,Duncan,5,0,1,1,3,90,11,68,11,0
,Easley,70,2,4,10,54,"1,034",161,826,47,3
,Edgefield,3,0,0,0,3,62,12,48,2,0
,Edisto Beach,4,0,0,0,4,62,21,41,0,1
,Ehrhardt,5,0,0,1,4,25,9,15,1,0
,Elgin,8,0,1,2,5,87,7,78,2,0
,Elloree,2,0,0,0,2,10,4,6,0,0
,Estill,41,0,0,4,37,100,33,63,4,1
,Eutawville,2,0,0,2,0,20,5,14,1,0
,Fairfax,30,0,0,0,30,108,43,65,0,1
,Florence,354,2,8,108,236,"2,891",546,"2,215",130,5
,Folly Beach,14,0,5,2,7,195,13,176,6,1
,Forest Acres,77,1,0,26,50,569,156,387,26,0
,Fort Lawn,3,0,0,1,2,36,11,23,2,2
,Fort Mill,37,0,1,7,29,305,51,230,24,2
,Fountain Inn,44,0,1,2,41,166,32,118,16,0
,Gaffney,88,1,3,23,61,430,105,279,46,3
,Georgetown,126,0,4,14,108,668,107,541,20,4
,Great Falls,20,0,0,1,19,116,33,76,7,1
,Greeleyville,4,0,0,0,4,19,9,8,2,0
,Greenville,468,3,20,132,313,"3,265",597,"2,499",169,7
,Greenwood,433,2,9,39,383,"1,693",399,"1,217",77,4
,Greer,138,2,19,28,89,838,113,661,64,4
,Hampton,21,0,1,6,14,130,22,105,3,0
,Hanahan,70,2,4,16,48,419,99,291,29,3
,Hardeeville,22,0,3,6,13,199,43,140,16,2
,Harleyville,6,0,0,2,4,30,7,17,6,0
,Hartsville,125,1,2,34,88,808,171,607,30,4
,Hemingway,5,0,0,4,1,32,3,29,0,0
,Holly Hill,9,0,0,4,5,78,19,55,4,0
,Honea Path,78,0,3,3,72,244,77,148,19,0
,Inman,7,0,0,3,4,76,22,48,6,1
,Irmo,40,0,4,8,28,287,55,219,13,0
,Isle of Palms,6,0,2,0,4,159,50,105,4,0
,Jackson,6,0,0,2,4,53,15,27,11,0
,Jamestown,0,0,0,0,0,2,0,2,0,0
,Johnsonville,6,0,0,1,5,29,6,23,0,0
,Johnston,23,0,1,4,18,64,27,33,4,0
,Kingstree,48,0,6,16,26,259,45,203,11,1
,Lake City,69,1,3,13,52,462,121,327,14,4
,Lake View,2,0,0,1,1,38,16,21,1,0
,Lamar,7,0,0,1,6,30,9,18,3,0
,Lancaster,141,2,6,31,102,588,135,428,25,7
,Landrum,15,0,1,1,13,95,17,74,4,2
,Latta,16,0,1,0,15,98,12,80,6,3
,Laurens,110,0,5,19,86,583,105,459,19,0
,Lexington,59,0,2,8,49,548,41,488,19,0
,Liberty,17,0,1,0,16,155,46,102,7,0
,Loris,25,0,3,9,13,205,40,153,12,0
,Lyman,4,0,1,1,2,114,15,95,4,0
,Manning,44,0,4,14,26,273,57,209,7,0
,Marion,108,0,3,25,80,585,148,416,21,6
,Mauldin,75,0,2,17,56,548,83,428,37,2
,McBee,4,0,0,2,2,21,6,15,0,1
,McColl,32,0,1,5,26,125,31,92,2,1
,McCormick,27,0,1,2,24,54,7,46,1,0
,Moncks Corner,36,0,1,6,29,384,47,302,35,0
,Mount Pleasant,155,2,4,24,125,"1,277",192,"1,040",45,0
,Mullins,74,1,2,19,52,317,123,185,9,3
,Myrtle Beach,483,1,39,189,254,"4,155",793,"3,061",301,5
,Newberry,57,0,4,12,41,363,52,303,8,0
,New Ellenton,18,0,0,0,18,79,24,53,2,0
,Nichols,5,0,0,0,5,11,1,10,0,0
,Ninety Six,10,0,1,0,9,58,14,38,6,0
,North,8,0,0,1,7,29,7,21,1,0
,North Augusta,53,0,2,24,27,"1,050",192,795,63,2
,North Charleston,851,12,51,293,495,"5,960",966,"4,469",525,20
,North Myrtle Beach,101,0,11,31,59,"1,813",476,"1,183",154,3
,Orangeburg,96,4,4,40,48,594,216,340,38,6
,Pacolet,14,0,3,1,10,91,29,58,4,2
,Pageland,53,1,1,2,49,214,49,161,4,1
,Pamplico,1,0,0,0,1,6,1,4,1,0
,Pelion,2,1,0,0,1,21,2,19,0,0
,Pickens,14,1,2,4,7,149,20,119,10,2
,Pine Ridge,0,0,0,0,0,27,5,21,1,0
,Port Royal,20,0,3,8,9,269,73,180,16,1
,Prosperity,8,0,0,0,8,29,7,22,0,0
,Ridgeland,23,0,1,11,11,131,27,98,6,1
,Rock Hill,537,6,28,80,423,"2,512",453,"1,914",145,9
,Saluda,57,0,0,0,57,78,12,63,3,0
,Santee,15,0,1,9,5,90,13,73,4,0
,Scranton,2,0,0,0,2,16,7,9,0,0
,Seneca,62,0,9,5,48,319,63,251,5,5
,Simpsonville,82,1,5,10,66,668,133,512,23,2
,South Congaree,7,0,0,0,7,53,7,38,8,0
,Spartanburg,646,6,18,129,493,"3,087",679,"2,207",201,14
,Springdale,6,0,1,3,2,69,8,55,6,0
,St. George,23,0,1,9,13,128,32,94,2,0
,St. Matthews,18,0,1,1,16,50,12,37,1,1
,Sullivans Island,1,0,0,0,1,43,6,35,2,0
,Summerton,13,0,0,1,12,53,12,39,2,1
,Summerville,157,1,8,45,103,"1,611",240,"1,291",80,4
,Sumter,459,4,15,88,352,"2,747",879,"1,760",108,10
,Surfside Beach,19,0,2,4,13,362,90,230,42,1
,Swansea,10,0,0,2,8,52,8,42,2,0
,Tega Cay,3,0,0,1,2,109,16,91,2,0
,Timmonsville,32,0,0,7,25,204,58,127,19,0
,Travelers Rest,8,0,0,2,6,257,7,246,4,0
,Turbeville,1,0,0,0,1,15,8,7,0,0
,Union,120,0,5,17,98,444,109,318,17,4
,Wagener,6,0,0,1,5,51,18,29,4,1
,Walhalla,24,0,2,0,22,106,23,75,8,1
,Walterboro,83,1,4,18,60,665,189,448,28,2
,Ware Shoals,13,0,0,1,12,128,17,105,6,0
,Wellford,6,0,0,3,3,40,10,25,5,3
,West Columbia,153,3,8,42,100,933,122,750,61,1
,Westminster,16,0,4,3,9,107,16,88,3,0
,West Union,1,0,0,0,1,24,1,23,0,0
,Whitmire,3,0,0,2,1,18,4,14,0,0
,Williamston,13,0,1,1,11,148,24,112,12,3
,Williston,17,0,0,1,16,139,43,92,4,1
,Winnsboro,61,0,1,6,54,293,43,241,9,3
,Woodruff,14,0,0,0,14,108,31,72,5,1
,Yemassee,4,0,0,0,4,34,5,19,10,0
,York,87,1,3,17,66,348,73,260,15,2
SOUTH DAKOTA,Aberdeen,63,0,22,1,40,531,87,406,38,5
,Avon,0,0,0,0,0,0,0,0,0,0
,Belle Fourche,6,0,1,0,5,23,5,17,1,0
,Box Elder,17,0,1,2,14,138,22,110,6,0
,Brandon,2,0,2,0,0,57,2,51,4,0
,Brookings,7,0,1,0,6,106,8,96,2,0
,Burke,0,0,0,0,0,0,0,0,0,0
,Canton,3,0,1,0,2,68,14,50,4,0
,Centerville,0,0,0,0,0,1,1,0,0,0
,Chamberlain,5,0,1,0,4,11,5,5,1,0
,Deadwood,4,0,0,0,4,37,3,31,3,0
,Delmont,0,0,0,0,0,0,0,0,0,0
,Eagle Butte,0,0,0,0,0,3,1,2,0,0
,Estelline,0,0,0,0,0,9,1,8,0,0
,Eureka,0,0,0,0,0,0,0,0,0,0
,Flandreau,5,0,1,0,4,35,2,27,6,0
,Freeman,0,0,0,0,0,2,0,2,0,0
,Gettysburg,1,0,0,0,1,4,0,4,0,0
,Hermosa,0,0,0,0,0,0,0,0,0,0
,Hot Springs,0,0,0,0,0,40,10,29,1,0
,Hoven,0,0,0,0,0,0,0,0,0,0
,Irene,0,0,0,0,0,0,0,0,0,0
,Jefferson,0,0,0,0,0,0,0,0,0,0
,Kadoka,2,0,0,0,2,16,13,3,0,0
,Kimball,0,0,0,0,0,0,0,0,0,0
,Lead,1,0,0,0,1,23,3,18,2,0
,Lemmon,0,0,0,0,0,7,1,5,1,0
,Lennox,0,0,0,0,0,5,1,4,0,0
,Leola,0,0,0,0,0,0,0,0,0,0
,Madison,3,0,0,0,3,119,11,106,2,0
,Martin,2,0,0,0,2,3,1,2,0,0
,McIntosh,0,0,0,0,0,0,0,0,0,0
,Menno,0,0,0,0,0,1,1,0,0,0
,Miller,1,0,0,0,1,5,0,5,0,0
,Mitchell,17,1,5,2,9,519,75,425,19,0
,Mobridge,8,0,0,0,8,53,5,47,1,0
,North Sioux City,0,0,0,0,0,32,4,28,0,0
,Pierre,26,0,5,2,19,449,81,345,23,1
,Rapid City,404,2,91,59,252,"2,823",518,"2,178",127,8
,Rosholt,0,0,0,0,0,0,0,0,0,0
,Scotland,0,0,0,0,0,0,0,0,0,0
,Selby,0,0,0,0,0,1,1,0,0,0
,Sioux Falls,482,3,96,55,328,"4,854",989,"3,637",228,25
,Sisseton,6,0,1,0,5,76,19,51,6,0
,Spearfish,12,0,6,0,6,339,70,253,16,1
,Springfield,0,0,0,0,0,0,0,0,0,0
,Sturgis,5,0,0,0,5,154,21,128,5,1
,Tea,10,0,0,1,9,121,33,84,4,0
,Tripp,0,0,0,0,0,2,2,0,0,0
,Tyndall,0,0,0,0,0,0,0,0,0,0
,Vermillion,4,0,0,0,4,56,8,48,0,0
,Viborg,0,0,0,0,0,4,0,4,0,0
,Wagner,5,0,0,0,5,11,0,9,2,0
,Watertown,60,0,19,1,40,596,88,472,36,1
,Whitewood,2,0,1,0,1,3,1,2,0,0
,Wilmot,0,0,0,0,0,0,0,0,0,0
,Winner,4,0,0,0,4,24,5,17,2,0
TENNESSEE,Adamsville,2,0,0,0,2,61,16,31,14,0
,Alamo,11,1,0,3,7,38,11,25,2,0
,Alexandria,5,0,0,0,5,18,7,11,0,0
,Algood,7,0,1,0,6,98,13,82,3,2
,Ardmore,7,0,0,2,5,24,4,19,1,0
,Ashland City,14,1,0,2,11,237,49,179,9,0
,Athens,185,0,8,28,149,"1,052",208,799,45,1
,Atoka,16,0,0,1,15,148,32,109,7,0
,Baileyton,0,0,0,0,0,32,5,23,4,0
,Baneberry,0,0,0,0,0,3,1,2,0,0
,Bartlett,103,1,7,9,86,839,197,589,53,1
,Baxter,5,0,0,0,5,48,13,31,4,0
,Bean Station,10,0,1,4,5,148,37,106,5,0
,Belle Meade,0,0,0,0,0,38,9,29,0,1
,Bells,17,0,1,3,13,47,19,25,3,1
,Benton,3,0,0,0,3,51,21,29,1,0
,Berry Hill,4,0,0,1,3,61,9,52,0,0
,Bethel Springs,0,0,0,0,0,8,2,4,2,0
,Big Sandy,6,0,0,0,6,16,8,8,0,2
,Blaine,3,0,0,2,1,25,11,12,2,0
,Bluff City,0,0,0,0,0,31,6,25,0,0
,Bradford,1,0,0,0,1,18,6,11,1,0
,Brentwood,29,2,2,8,17,440,85,341,14,2
,Brighton,9,0,0,0,9,38,13,24,1,0
,Bristol,140,0,12,9,119,"1,003",182,778,43,5
,Brownsville,164,1,8,20,135,539,200,318,21,1
,Bruceton,1,0,0,0,1,20,5,13,2,0
,Burns,1,0,0,0,1,25,7,17,1,0
,Calhoun,0,0,0,0,0,5,0,5,0,0
,Camden,8,0,1,1,6,173,30,136,7,1
,Carthage,6,0,0,0,6,79,20,55,4,0
,Caryville,12,0,0,0,12,118,20,88,10,1
,Celina,4,0,0,0,4,18,5,13,0,0
,Centerville,3,0,0,0,3,98,29,63,6,0
,Chapel Hill,3,0,0,0,3,20,3,16,1,0
,Charleston,1,0,0,0,1,13,2,9,2,0
,Chattanooga,"1,557",18,78,512,949,"10,866","2,691","7,350",825,7
,Church Hill,32,1,1,4,26,131,33,91,7,1
,Clarksburg,0,0,0,0,0,1,0,1,0,0
,Clarksville,802,9,55,121,617,"4,102","1,373","2,525",204,24
,Cleveland,351,0,19,29,303,"1,983",439,"1,470",74,5
,Clifton,1,0,0,0,1,12,2,9,1,0
,Clinton,44,0,1,5,38,470,90,360,20,1
,Collegedale,5,0,0,2,3,155,29,119,7,0
,Collierville,67,0,0,9,58,739,98,602,39,0
,Collinwood,5,0,0,0,5,8,4,4,0,0
,Columbia,282,4,13,31,234,"1,397",305,"1,043",49,7
,Cookeville,98,1,8,21,68,"1,764",426,"1,270",68,5
,Coopertown,2,0,0,0,2,26,9,15,2,0
,Copperhill,1,0,0,1,0,10,5,5,0,0
,Cornersville,0,0,0,0,0,10,1,8,1,0
,Covington,69,0,4,21,44,514,124,378,12,0
,Cowan,0,0,0,0,0,39,4,35,0,2
,Cross Plains,5,0,0,0,5,36,9,26,1,0
,Crossville,122,1,7,17,97,"1,039",165,811,63,2
,Crump,17,0,0,0,17,61,37,24,0,0
,Cumberland City,1,1,0,0,0,11,3,8,0,0
,Cumberland Gap,5,0,0,0,5,3,2,1,0,0
,Dandridge,14,0,1,3,10,96,13,81,2,1
,Dayton,18,0,5,6,7,258,33,215,10,1
,Decatur,1,0,0,0,1,45,11,33,1,0
,Decaturville,0,0,0,0,0,17,11,6,0,0
,Decherd,12,0,1,0,11,70,17,48,5,2
,Dickson,97,1,11,11,74,776,86,663,27,0
,Dover,0,0,0,0,0,21,5,13,3,0
,Dresden,6,0,0,0,6,91,15,74,2,0
,Dunlap,25,0,1,2,22,183,62,109,12,1
,Dyer,3,0,0,0,3,32,10,18,4,0
,Dyersburg,167,0,5,26,136,"1,490",371,"1,071",48,3
,Eagleville,0,0,0,0,0,6,5,1,0,0
,East Ridge,175,0,5,39,131,"1,066",279,725,62,2
,Elizabethton,53,0,0,5,48,639,111,514,14,1
,Elkton,0,0,0,0,0,10,3,6,1,0
,Englewood,5,0,0,0,5,44,8,35,1,0
,Erin,12,0,1,2,9,34,12,21,1,0
,Erwin,12,0,0,0,12,71,19,49,3,0
,Estill Springs,13,0,0,0,13,32,13,17,2,0
,Ethridge,1,0,0,0,1,9,5,4,0,0
,Etowah,18,0,2,0,16,123,20,99,4,0
,Fairview,11,0,0,0,11,118,23,93,2,1
,Fayetteville,45,0,2,6,37,376,59,303,14,2
,Franklin,104,2,14,9,79,"1,066",115,921,30,8
,Friendship,2,1,0,0,1,8,6,2,0,0
,Gadsden,2,0,0,0,2,7,2,4,1,0
,Gainesboro,3,0,0,0,3,9,3,6,0,0
,Gallatin,115,2,6,20,87,535,79,442,14,2
,Gallaway,1,0,0,1,0,11,2,9,0,0
,Gates,3,0,1,0,2,10,0,7,3,0
,Gatlinburg,20,0,2,7,11,479,188,281,10,5
,Germantown,39,0,1,13,25,455,124,319,12,1
,Gibson,0,0,0,0,0,17,3,12,2,0
,Gleason,8,0,0,0,8,24,2,20,2,0
,Goodlettsville,102,0,8,28,66,"1,185",213,927,45,2
,Gordonsville,6,0,0,0,6,39,8,28,3,0
,Grand Junction,1,0,0,0,1,31,10,21,0,0
,Graysville,8,0,0,0,8,17,1,15,1,0
,Greenbrier,19,0,1,1,17,108,32,68,8,2
,Greeneville,76,0,9,25,42,802,163,606,33,0
,Greenfield,2,0,0,0,2,32,6,24,2,0
,Halls,6,0,0,1,5,61,17,42,2,0
,Harriman,48,0,2,11,35,326,82,228,16,5
,Henderson,25,0,2,1,22,250,84,161,5,0
,Hendersonville,143,1,7,15,120,"1,257",193,"1,019",45,11
,Henning,10,2,0,1,7,30,10,20,0,0
,Henry,0,0,0,0,0,10,4,6,0,0
,Hohenwald,33,0,0,0,33,98,16,78,4,2
,Hollow Rock,1,0,0,0,1,6,2,3,1,0
,Hornbeak,1,0,0,0,1,2,0,2,0,0
,Humboldt,121,0,3,17,101,470,131,322,17,2
,Huntingdon,8,0,0,2,6,110,16,92,2,0
,Huntland,0,0,0,0,0,9,1,7,1,0
,Jacksboro,9,0,1,2,6,204,11,190,3,0
,Jackson,541,2,25,145,369,"4,044","1,096","2,704",244,11
,Jamestown,5,0,0,1,4,99,9,88,2,1
,Jasper,11,0,1,0,10,86,9,73,4,0
,Jefferson City,20,0,3,9,8,401,74,311,16,2
,Jellico,5,0,2,1,2,116,21,87,8,2
,Johnson City,278,1,25,59,193,"3,010",574,"2,346",90,15
,Jonesborough,23,0,1,2,20,96,22,70,4,0
,Kenton,2,0,0,0,2,17,1,14,2,0
,Kimball,0,0,0,0,0,82,5,74,3,0
,Kingsport,377,1,26,52,298,"2,864",509,"2,257",98,15
,Kingston,9,0,0,1,8,97,16,77,4,0
,Kingston Springs,0,0,0,0,0,14,5,9,0,0
,Knoxville,"1,755",15,122,625,993,"12,322","2,723","8,789",810,51
,Lafayette,12,0,0,2,10,54,12,38,4,0
,La Follette,77,0,3,20,54,752,255,460,37,2
,Lake City,10,0,0,0,10,32,11,18,3,2
,Lakewood,3,0,0,1,2,91,18,65,8,1
,La Vergne,128,1,14,18,95,961,290,627,44,2
,Lawrenceburg,109,2,13,3,91,655,154,463,38,4
,Lebanon,215,0,5,37,173,"1,239",233,945,61,4
,Lenoir City,86,0,2,11,73,572,105,447,20,6
,Lewisburg,49,0,4,4,41,277,68,197,12,2
,Lexington,92,1,5,4,82,435,82,336,17,6
,Livingston,23,0,1,1,21,67,10,54,3,0
,Lookout Mountain,0,0,0,0,0,11,6,5,0,1
,Loretto,6,0,0,0,6,30,10,17,3,0
,Loudon,12,0,0,0,12,122,13,103,6,0
,Lynnville,0,0,0,0,0,0,0,0,0,0
,Madisonville,22,0,0,2,20,278,54,208,16,2
,Manchester,65,3,2,1,59,541,98,427,16,0
,Martin,53,0,3,4,46,367,79,283,5,0
,Maryville,61,2,5,19,35,915,132,752,31,0
,Mason,11,0,1,2,8,37,12,24,1,0
,Maury City,1,0,0,0,1,16,4,11,1,0
,Maynardville,4,0,0,1,3,115,39,71,5,0
,McEwen,5,0,0,1,4,14,2,12,0,1
,McKenzie,18,0,3,2,13,124,38,83,3,0
,McMinnville,88,0,6,8,74,539,120,386,33,0
,Medina,3,0,0,0,3,37,13,23,1,1
,Memphis,"10,384",89,422,"3,236","6,637","42,138","13,094","25,114","3,930",328
,Middleton,1,0,0,0,1,14,5,9,0,0
,Milan,67,1,3,10,53,256,69,176,11,0
,Millersville,20,0,0,1,19,133,49,81,3,1
,Millington,86,0,2,12,72,462,95,343,24,0
,Minor Hill,0,0,0,0,0,2,1,1,0,0
,Monteagle,1,0,0,1,0,16,4,9,3,0
,Monterey,11,1,1,0,9,102,25,74,3,1
,Morristown,243,1,16,43,183,"2,099",178,"1,838",83,7
,Moscow,5,0,0,0,5,19,4,14,1,0
,Mountain City,5,0,0,0,5,65,13,48,4,0
,Mount Carmel,6,0,0,1,5,59,17,39,3,0
,Mount Juliet,49,1,3,6,39,495,77,406,12,1
,Mount Pleasant,27,0,1,2,24,167,49,106,12,0
,Munford,9,0,1,0,8,122,27,90,5,0
,Murfreesboro,603,5,37,151,410,"4,610","1,310","3,144",156,15
,Nashville,"6,995",55,367,"1,817","4,756","30,517","7,731","20,881","1,905",80
,Newbern,17,0,2,1,14,87,25,59,3,1
,New Hope,0,0,0,0,0,4,0,3,1,0
,New Johnsonville,5,0,0,0,5,25,3,21,1,0
,New Market,0,0,0,0,0,4,0,4,0,0
,Newport,77,0,4,16,57,784,120,633,31,0
,New Tazewell,3,0,0,1,2,63,15,48,0,0
,Niota,1,0,0,0,1,8,5,2,1,0
,Nolensville,1,0,0,0,1,50,12,36,2,0
,Norris,0,0,0,0,0,16,10,6,0,0
,Oakland,4,0,0,0,4,123,16,107,0,0
,Oak Ridge,133,1,8,31,93,"1,232",365,825,42,4
,Obion,5,0,0,1,4,47,8,36,3,0
,Oliver Springs,4,0,2,0,2,107,10,89,8,0
,Oneida,12,0,0,0,12,251,50,194,7,0
,Paris,56,1,2,8,45,490,107,377,6,0
,Parsons,6,0,0,0,6,35,9,26,0,0
,Petersburg,0,0,0,0,0,8,2,5,1,0
,Pigeon Forge,72,1,6,15,50,598,150,410,38,3
,Pikeville,3,0,0,0,3,32,7,22,3,0
,Piperton,6,0,0,2,4,19,6,12,1,0
,Pittman Center,0,0,0,0,0,14,8,6,0,0
,Plainview,2,0,1,0,1,30,9,17,4,0
,Pleasant View,3,0,0,0,3,57,13,42,2,0
,Portland,73,0,3,2,68,267,75,182,10,1
,Powells Crossroads,0,0,0,0,0,0,0,0,0,0
,Pulaski,33,0,5,2,26,398,84,303,11,1
,Puryear,2,0,0,0,2,13,1,10,2,1
,Red Bank,59,0,4,14,41,544,149,366,29,8
,Red Boiling Springs,3,0,0,1,2,30,11,19,0,0
,Ridgely,7,0,2,0,5,34,20,14,0,0
,Ridgetop,2,0,0,0,2,20,5,12,3,0
,Ripley,120,0,5,18,97,508,209,286,13,0
,Rockwood,38,0,2,2,34,334,69,251,14,2
,Rogersville,29,0,0,9,20,375,65,299,11,2
,Rossville,0,0,0,0,0,17,2,15,0,0
,Rutherford,2,0,1,0,1,18,7,11,0,0
,Rutledge,4,0,1,0,3,45,9,34,2,0
,Samburg,0,0,0,0,0,3,0,3,0,0
,Savannah,55,1,4,12,38,618,163,427,28,1
,Scotts Hill,1,0,0,0,1,7,0,7,0,0
,Selmer,19,0,0,4,15,241,59,179,3,0
,Sevierville,78,1,7,17,53,966,186,711,69,0
,Sewanee,0,0,0,0,0,53,14,38,1,1
,Sharon,0,0,0,0,0,31,2,28,1,0
,Shelbyville,123,1,13,11,98,662,143,487,32,4
,Signal Mountain,3,0,1,1,1,58,9,49,0,0
,Smithville,19,0,1,4,14,226,39,178,9,2
,Smyrna,87,1,4,6,76,828,345,451,32,10
,Sneedville,14,0,3,0,11,65,14,51,0,0
,Soddy-Daisy,50,0,2,3,45,493,74,379,40,0
,Somerville,40,0,1,2,37,107,17,86,4,0
